sequence,case_id,title,activity,created_at,updated_at,actor
2554,276,Terrestrial Fern Species Diversity in Curug Lawe Waterfall Region Semarang District ,Abstract Progress 1 was Changed to <b>Passed</b>,2022-09-24 14:56:49,2022-09-24 14:56:49,Administrator
2555,276,Terrestrial Fern Species Diversity in Curug Lawe Waterfall Region Semarang District ,Abstract Progress 2 was Changed to <b>Passed</b>,2022-09-24 14:56:49,2022-09-24 14:56:49,Administrator
2556,284,Isolation and Molecular Identification of microalgae isolated from Dieng Plateau using 16S rDNA marker ,Abstract Acceptance was Changed to <b>Yes</b>,2022-09-24 14:58:18,2022-09-24 14:58:18,Administrator
2557,284,Isolation and Molecular Identification of microalgae isolated from Dieng Plateau using 16S rDNA marker ,Abstract Progress 1 was Changed to <b>Passed</b>,2022-09-24 14:58:18,2022-09-24 14:58:18,Administrator
2558,284,Isolation and Molecular Identification of microalgae isolated from Dieng Plateau using 16S rDNA marker ,Abstract Progress 2 was Changed to <b>Passed</b>,2022-09-24 14:58:18,2022-09-24 14:58:18,Administrator
2559,289,Elemental analysis of tangkur cobra herbal medicine using laser induced breakdown spectroscopy (LIBS),Abstract was uploaded,2022-09-24 17:31:00,2022-09-24 17:31:00,Isnaini
2560,290,Titanium Oxide Nanoparticles Synthesized by Pulsed Laser Ablation Technique in Deionized Water,Abstract was uploaded,2022-09-24 17:58:25,2022-09-24 17:58:25,Tennia
2561,291,Microwave-Assisted Green Synthesis of Bismuth Nanoparticles using Citrus limon ,Abstract was uploaded,2022-09-24 21:33:20,2022-09-24 21:33:20,Ni
2562,292,The Effect of Various Sterilization Method and Volume Containers Towards Phytochemical Contens of Phyllantus urinaria ,Abstract was uploaded,2022-09-24 22:48:15,2022-09-24 22:48:15,Tri
2563,293,Study the Effect of Gamma-Irradiation on The Physical Properties of Chitosan Powder with The Presence of Water,Abstract was uploaded,2022-09-25 00:12:52,2022-09-25 00:12:52,Dien
2564,294,Development of Lighting Control and Monitoring System for Smart Home based on Internet of Things,Abstract was uploaded,2022-09-25 03:57:29,2022-09-25 03:57:29,Satriyo
2565,295,A Preliminary Study Portofolio Optimization With The Martingale Approach,Abstract was uploaded,2022-09-25 14:40:41,2022-09-25 14:40:41,Muhammad
2566,296,Geochemistry of Rare Earth Elements (REEs) in Weathered Granite in Kelantan ,Abstract was uploaded,2022-09-25 15:58:54,2022-09-25 15:58:54,RONIZA
2567,292,The,Abstract revision was uploaded,2022-09-25 17:17:38,2022-09-25 17:17:38,Tri Novia Yuliana
2568,297,Realtime IoT for PM2.5 dan PM10 Monitoring System Using DSM501A,Abstract was uploaded,2022-09-25 17:29:43,2022-09-25 17:29:43,ainie
2569,298,THE CORROSION BEHAVIOUR BINARY Ti-Zr-ALLOY FOR BIO MATERIALS  IMPLANTS  IN SIMULATION BODY FLUID RINGER LACTATE  SOLUTION BY ELECTROCHEMICALMETHODS,Abstract was uploaded,2022-09-25 19:02:40,2022-09-25 19:02:40,Djoko
2570,298,THE,Abstract revision was uploaded,2022-09-25 19:03:41,2022-09-25 19:03:41,Djoko Hadi Prajitno
2571,299,Effectiveness Comparison of Wet Grinding Method and Sol-Gel Method to Synthesis ZnO Nanoparticle for Remazol Zellow Degradation,Abstract was uploaded,2022-09-25 22:27:33,2022-09-25 22:27:33,Mohammad
2572,299,Effectiveness Comparison of Wet Grinding Method and Sol-Gel Method to Synthesis ZnO Nanoparticle for Remazol Zellow Degradation,Abstract was uploaded,2022-09-25 22:28:49,2022-09-25 22:28:49,Mohammad
2573,301,Effect of Extract Concentration Tridax procumbens and Temperature calcinate for CuONPs Green Synthesis as an Antibacterial,Abstract was uploaded,2022-09-25 22:29:16,2022-09-25 22:29:16,Isnanda
2574,287,Microwave Enhanced Green Synthesis of Silver Nanoparticles using Aqueous Extract of Citrus Sinensis Peels,Abstract Acceptance was Changed to <b>Yes</b>,2022-09-26 06:51:18,2022-09-26 06:51:18,Administrator
2575,287,Microwave Enhanced Green Synthesis of Silver Nanoparticles using Aqueous Extract of Citrus Sinensis Peels,Abstract Progress 1 was Changed to <b>Passed</b>,2022-09-26 06:51:18,2022-09-26 06:51:18,Administrator
2576,287,Microwave Enhanced Green Synthesis of Silver Nanoparticles using Aqueous Extract of Citrus Sinensis Peels,Abstract Progress 2 was Changed to <b>Passed</b>,2022-09-26 06:51:18,2022-09-26 06:51:18,Administrator
2577,288,Preparation and Microstructure of  Ferromagnetic Barium Ferrite synthesized by mechanical milling route,Abstract Acceptance was Changed to <b>Yes</b>,2022-09-26 06:52:01,2022-09-26 06:52:01,Administrator
2578,288,Preparation and Microstructure of  Ferromagnetic Barium Ferrite synthesized by mechanical milling route,Abstract Progress 1 was Changed to <b>Passed</b>,2022-09-26 06:52:01,2022-09-26 06:52:01,Administrator
2579,288,Preparation and Microstructure of  Ferromagnetic Barium Ferrite synthesized by mechanical milling route,Abstract Progress 2 was Changed to <b>Passed</b>,2022-09-26 06:52:01,2022-09-26 06:52:01,Administrator
2580,290,Titanium Oxide Nanoparticles Synthesized by Pulsed Laser Ablation Technique in Deionized Water,Abstract Acceptance was Changed to <b>Yes</b>,2022-09-26 06:56:07,2022-09-26 06:56:07,Administrator
2581,290,Titanium Oxide Nanoparticles Synthesized by Pulsed Laser Ablation Technique in Deionized Water,Abstract Progress 1 was Changed to <b>Passed</b>,2022-09-26 06:56:07,2022-09-26 06:56:07,Administrator
2582,290,Titanium Oxide Nanoparticles Synthesized by Pulsed Laser Ablation Technique in Deionized Water,Abstract Progress 2 was Changed to <b>Passed</b>,2022-09-26 06:56:08,2022-09-26 06:56:08,Administrator
2583,291,Microwave-Assisted Green Synthesis of Bismuth Nanoparticles using Citrus limon ,Abstract Acceptance was Changed to <b>Yes</b>,2022-09-26 06:56:48,2022-09-26 06:56:48,Administrator
2584,291,Microwave-Assisted Green Synthesis of Bismuth Nanoparticles using Citrus limon ,Abstract Progress 1 was Changed to <b>Passed</b>,2022-09-26 06:56:48,2022-09-26 06:56:48,Administrator
2585,291,Microwave-Assisted Green Synthesis of Bismuth Nanoparticles using Citrus limon ,Abstract Progress 2 was Changed to <b>Passed</b>,2022-09-26 06:56:49,2022-09-26 06:56:49,Administrator
2586,297,Realtime IoT for PM2.5 dan PM10 Monitoring System Using DSM501A,Abstract Acceptance was Changed to <b>Yes</b>,2022-09-26 06:57:37,2022-09-26 06:57:37,Administrator
2587,297,Realtime IoT for PM2.5 dan PM10 Monitoring System Using DSM501A,Abstract Progress 1 was Changed to <b>Passed</b>,2022-09-26 06:57:37,2022-09-26 06:57:37,Administrator
2588,297,Realtime IoT for PM2.5 dan PM10 Monitoring System Using DSM501A,Abstract Progress 2 was Changed to <b>Passed</b>,2022-09-26 06:57:37,2022-09-26 06:57:37,Administrator
2589,299,Effectiveness Comparison of Wet Grinding Method and Sol-Gel Method to Synthesis ZnO Nanoparticle for Remazol Zellow Degradation,Abstract Acceptance was Changed to <b>Yes</b>,2022-09-26 06:58:10,2022-09-26 06:58:10,Administrator
2590,299,Effectiveness Comparison of Wet Grinding Method and Sol-Gel Method to Synthesis ZnO Nanoparticle for Remazol Zellow Degradation,Abstract Progress 1 was Changed to <b>Passed</b>,2022-09-26 06:58:10,2022-09-26 06:58:10,Administrator
2591,299,Effectiveness Comparison of Wet Grinding Method and Sol-Gel Method to Synthesis ZnO Nanoparticle for Remazol Zellow Degradation,Abstract Progress 2 was Changed to <b>Passed</b>,2022-09-26 06:58:10,2022-09-26 06:58:10,Administrator
2592,301,Effect of Extract Concentration Tridax procumbens and Temperature calcinate for CuONPs Green Synthesis as an Antibacterial,Abstract Acceptance was Changed to <b>Yes</b>,2022-09-26 07:00:23,2022-09-26 07:00:23,Administrator
2593,301,Effect of Extract Concentration Tridax procumbens and Temperature calcinate for CuONPs Green Synthesis as an Antibacterial,Abstract Progress 1 was Changed to <b>Passed</b>,2022-09-26 07:00:23,2022-09-26 07:00:23,Administrator
2594,301,Effect of Extract Concentration Tridax procumbens and Temperature calcinate for CuONPs Green Synthesis as an Antibacterial,Abstract Progress 2 was Changed to <b>Passed</b>,2022-09-26 07:00:24,2022-09-26 07:00:24,Administrator
2595,281,Synthesis,Abstract revision was uploaded,2022-09-26 07:22:33,2022-09-26 07:22:33,Ali Khumaeni
2596,281,Synthesis of tin oxide nanoparticles by pulse laser ablation method using Nd:YAG laser as antibacterial agent of Escherichia coli,Abstract Revised was uploaded,2022-09-26 07:23:34,2022-09-26 07:23:34,Administrator
2597,281,Synthesis of tin oxide nanoparticles by pulse laser ablation method using Nd:YAG laser as antibacterial agent of Escherichia coli,Abstract Acceptance was Changed to <b>Yes</b>,2022-09-26 07:24:03,2022-09-26 07:24:03,Administrator
2598,281,Synthesis of tin oxide nanoparticles by pulse laser ablation method using Nd:YAG laser as antibacterial agent of Escherichia coli,Abstract Progress 1 was Changed to <b>Passed</b>,2022-09-26 07:24:04,2022-09-26 07:24:04,Administrator
2599,281,Synthesis of tin oxide nanoparticles by pulse laser ablation method using Nd:YAG laser as antibacterial agent of Escherichia coli,Abstract Progress 2 was Changed to <b>Passed</b>,2022-09-26 07:24:04,2022-09-26 07:24:04,Administrator
2600,289,Elemental,Abstract revision was uploaded,2022-09-26 08:17:22,2022-09-26 08:17:22,Isnaini Maskhanatul Fuadah
2601,295,A Preliminary Study Portofolio Optimization With The Martingale Approach,Abstract Acceptance was Changed to <b>Yes</b>,2022-09-26 09:01:15,2022-09-26 09:01:15,Administrator
2602,295,A Preliminary Study Portofolio Optimization With The Martingale Approach,Abstract Progress 1 was Changed to <b>Passed</b>,2022-09-26 09:01:16,2022-09-26 09:01:16,Administrator
2603,295,A Preliminary Study Portofolio Optimization With The Martingale Approach,Abstract Progress 2 was Changed to <b>Passed</b>,2022-09-26 09:01:16,2022-09-26 09:01:16,Administrator
2604,302,"Effect of Variations of Time, pH, And NaCl Concentration on Aspirin Removal with Electrocoagulation Process",Abstract was uploaded,2022-09-26 10:35:21,2022-09-26 10:35:21,Damar
2605,303,Synthesis of Bismuth Oxide-Carbon Quantum Dots Photocatalyst and Its Applications for Methyl Orange Degradation,Abstract was uploaded,2022-09-26 10:37:24,2022-09-26 10:37:24,Damar
2606,233,Text Data Labeling Process for Semi-Supervised Learning Modeling,Plagiarism was uploaded,2022-09-27 06:08:43,2022-09-27 06:08:43,Ahmad Abdul Chamid
2607,196,babababaabbaabab,Abstract Acceptance was Changed to <b>No</b>,2022-09-27 08:02:01,2022-09-27 08:02:01,Administrator
2608,196,babababaabbaabab,Abstract Progress 1 was Changed to <b>Rejected</b>,2022-09-27 08:02:01,2022-09-27 08:02:01,Administrator
2609,196,babababaabbaabab,Abstract Progress 2 was Changed to <b>Rejected</b>,2022-09-27 08:02:01,2022-09-27 08:02:01,Administrator
2610,285,Integration of Six Sigma and Association Rule for Customer Complaint Provider by.U on Google Play Store Site,Abstract Acceptance was Changed to <b>Yes</b>,2022-09-27 10:32:57,2022-09-27 10:32:57,Administrator
2611,285,Integration of Six Sigma and Association Rule for Customer Complaint Provider by.U on Google Play Store Site,Abstract Progress 1 was Changed to <b>Passed</b>,2022-09-27 10:32:57,2022-09-27 10:32:57,Administrator
2612,285,Integration of Six Sigma and Association Rule for Customer Complaint Provider by.U on Google Play Store Site,Abstract Progress 2 was Changed to <b>Passed</b>,2022-09-27 10:32:57,2022-09-27 10:32:57,Administrator
2613,286,Chi-Square Feature Selection and Multinomial Naïve Bayes Algorithm for Tokopedia Customer Satisfaction Sentiment Analysis,Abstract Acceptance was Changed to <b>Yes</b>,2022-09-27 10:34:00,2022-09-27 10:34:00,Administrator
2614,286,Chi-Square Feature Selection and Multinomial Naïve Bayes Algorithm for Tokopedia Customer Satisfaction Sentiment Analysis,Abstract Progress 1 was Changed to <b>Passed</b>,2022-09-27 10:34:00,2022-09-27 10:34:00,Administrator
2615,286,Chi-Square Feature Selection and Multinomial Naïve Bayes Algorithm for Tokopedia Customer Satisfaction Sentiment Analysis,Abstract Progress 2 was Changed to <b>Passed</b>,2022-09-27 10:34:01,2022-09-27 10:34:01,Administrator
2616,283,Aminated Polyeugenol-Divinylbenzene as coating material on fabrics with stable antibacterial property,Abstract Acceptance was Changed to <b>Yes</b>,2022-09-27 15:58:37,2022-09-27 15:58:37,Administrator
2617,283,Aminated Polyeugenol-Divinylbenzene as coating material on fabrics with stable antibacterial property,Abstract Progress 1 was Changed to <b>Passed</b>,2022-09-27 15:58:38,2022-09-27 15:58:38,Administrator
2618,283,Aminated Polyeugenol-Divinylbenzene as coating material on fabrics with stable antibacterial property,Abstract Progress 2 was Changed to <b>Passed</b>,2022-09-27 15:58:38,2022-09-27 15:58:38,Administrator
2619,293,Study the Effect of Gamma-Irradiation on The Physical Properties of Chitosan Powder with The Presence of Water,Abstract Acceptance was Changed to <b>Yes</b>,2022-09-27 16:00:06,2022-09-27 16:00:06,Administrator
2620,293,Study the Effect of Gamma-Irradiation on The Physical Properties of Chitosan Powder with The Presence of Water,Abstract Progress 1 was Changed to <b>Passed</b>,2022-09-27 16:00:06,2022-09-27 16:00:06,Administrator
2621,293,Study the Effect of Gamma-Irradiation on The Physical Properties of Chitosan Powder with The Presence of Water,Abstract Progress 2 was Changed to <b>Passed</b>,2022-09-27 16:00:06,2022-09-27 16:00:06,Administrator
2622,296,Geochemistry of Rare Earth Elements (REEs) in Weathered Granite in Kelantan ,Abstract Acceptance was Changed to <b>Yes</b>,2022-09-27 16:01:51,2022-09-27 16:01:51,Administrator
2623,296,Geochemistry of Rare Earth Elements (REEs) in Weathered Granite in Kelantan ,Abstract Progress 1 was Changed to <b>Passed</b>,2022-09-27 16:01:51,2022-09-27 16:01:51,Administrator
2624,296,Geochemistry of Rare Earth Elements (REEs) in Weathered Granite in Kelantan ,Abstract Progress 2 was Changed to <b>Passed</b>,2022-09-27 16:01:52,2022-09-27 16:01:52,Administrator
2625,298,THE CORROSION BEHAVIOUR BINARY Ti-Zr-ALLOY FOR BIO MATERIALS  IMPLANTS  IN SIMULATION BODY FLUID RINGER LACTATE  SOLUTION BY ELECTROCHEMICALMETHODS,Abstract Acceptance was Changed to <b>Yes</b>,2022-09-27 16:04:22,2022-09-27 16:04:22,Administrator
2626,298,THE CORROSION BEHAVIOUR BINARY Ti-Zr-ALLOY FOR BIO MATERIALS  IMPLANTS  IN SIMULATION BODY FLUID RINGER LACTATE  SOLUTION BY ELECTROCHEMICALMETHODS,Abstract Progress 1 was Changed to <b>Passed</b>,2022-09-27 16:04:22,2022-09-27 16:04:22,Administrator
2627,298,THE CORROSION BEHAVIOUR BINARY Ti-Zr-ALLOY FOR BIO MATERIALS  IMPLANTS  IN SIMULATION BODY FLUID RINGER LACTATE  SOLUTION BY ELECTROCHEMICALMETHODS,Abstract Progress 2 was Changed to <b>Passed</b>,2022-09-27 16:04:22,2022-09-27 16:04:22,Administrator
2628,302,"Effect of Variations of Time, pH, And NaCl Concentration on Aspirin Removal with Electrocoagulation Process",Abstract Acceptance was Changed to <b>Yes</b>,2022-09-27 16:05:31,2022-09-27 16:05:31,Administrator
2629,302,"Effect of Variations of Time, pH, And NaCl Concentration on Aspirin Removal with Electrocoagulation Process",Abstract Progress 1 was Changed to <b>Passed</b>,2022-09-27 16:05:31,2022-09-27 16:05:31,Administrator
2630,302,"Effect of Variations of Time, pH, And NaCl Concentration on Aspirin Removal with Electrocoagulation Process",Abstract Progress 2 was Changed to <b>Passed</b>,2022-09-27 16:05:31,2022-09-27 16:05:31,Administrator
2631,303,Synthesis of Bismuth Oxide-Carbon Quantum Dots Photocatalyst and Its Applications for Methyl Orange Degradation,Abstract Acceptance was Changed to <b>Yes</b>,2022-09-27 16:06:07,2022-09-27 16:06:07,Administrator
2632,303,Synthesis of Bismuth Oxide-Carbon Quantum Dots Photocatalyst and Its Applications for Methyl Orange Degradation,Abstract Progress 1 was Changed to <b>Passed</b>,2022-09-27 16:06:07,2022-09-27 16:06:07,Administrator
2633,303,Synthesis of Bismuth Oxide-Carbon Quantum Dots Photocatalyst and Its Applications for Methyl Orange Degradation,Abstract Progress 2 was Changed to <b>Passed</b>,2022-09-27 16:06:07,2022-09-27 16:06:07,Administrator
2634,292,The Effect of Various Sterilization Method and Volume Containers Towards Phytochemical Contens of Phyllantus urinaria ,Abstract Acceptance was Changed to <b>Yes</b>,2022-09-27 16:09:28,2022-09-27 16:09:28,Administrator
2635,292,The Effect of Various Sterilization Method and Volume Containers Towards Phytochemical Contens of Phyllantus urinaria ,Abstract Progress 1 was Changed to <b>Passed</b>,2022-09-27 16:09:28,2022-09-27 16:09:28,Administrator
2636,292,The Effect of Various Sterilization Method and Volume Containers Towards Phytochemical Contens of Phyllantus urinaria ,Abstract Progress 2 was Changed to <b>Passed</b>,2022-09-27 16:09:28,2022-09-27 16:09:28,Administrator
2637,294,Development of Lighting Control and Monitoring System for Smart Home based on Internet of Things,Abstract Acceptance was Changed to <b>Yes</b>,2022-09-27 16:37:24,2022-09-27 16:37:24,Administrator
